"S11 Log Mag"
"Frequency (Hz)","dB",
3806000000, -2.923545e+000,
3807000000, -2.929976e+000,
3808000000, -2.934560e+000,
3809000000, -2.937402e+000,
3810000000, -2.939526e+000,
3811000000, -2.947580e+000,
3812000000, -2.939441e+000,
3813000000, -2.942936e+000,
3814000000, -2.945515e+000,
3815000000, -2.944518e+000,
3816000000, -2.944496e+000,
3817000000, -2.946001e+000,
3818000000, -2.949883e+000,
3819000000, -2.951612e+000,
3820000000, -2.957150e+000,
3821000000, -2.960303e+000,
3822000000, -2.963398e+000,
3823000000, -2.967475e+000,
3824000000, -2.973285e+000,
3825000000, -2.977700e+000,
3826000000, -2.984821e+000,
3827000000, -2.983977e+000,
3828000000, -2.992169e+000,
3829000000, -2.993213e+000,
3830000000, -3.002086e+000,
3831000000, -3.007900e+000,
3832000000, -3.012092e+000,
3833000000, -3.021172e+000,
3834000000, -3.022935e+000,
3835000000, -3.026471e+000,
3836000000, -3.025205e+000,
3837000000, -3.023287e+000,
3838000000, -3.035700e+000,
3839000000, -3.032974e+000,
3840000000, -3.035329e+000,
3841000000, -3.038321e+000,
3842000000, -3.043200e+000,
3843000000, -3.051233e+000,
3844000000, -3.054573e+000,
3845000000, -3.061978e+000,
3846000000, -3.068009e+000,
3847000000, -3.070777e+000,
3848000000, -3.074097e+000,
3849000000, -3.074829e+000,
3850000000, -3.070058e+000,
3851000000, -3.069066e+000,
3852000000, -3.068931e+000,
3853000000, -3.064570e+000,
3854000000, -3.063756e+000,
3855000000, -3.060192e+000,
3856000000, -3.060645e+000,
3857000000, -3.066121e+000,
3858000000, -3.067696e+000,
3859000000, -3.074924e+000,
3860000000, -3.078621e+000,
3861000000, -3.078647e+000,
3862000000, -3.085347e+000,
3863000000, -3.088058e+000,
3864000000, -3.088206e+000,
3865000000, -3.090165e+000,
3866000000, -3.100192e+000,
3867000000, -3.103097e+000,
3868000000, -3.105009e+000,
3869000000, -3.109590e+000,
3870000000, -3.113442e+000,
3871000000, -3.113217e+000,
3872000000, -3.116922e+000,
3873000000, -3.112738e+000,
3874000000, -3.112031e+000,
3875000000, -3.115588e+000,
3876000000, -3.110951e+000,
3877000000, -3.110707e+000,
3878000000, -3.113853e+000,
3879000000, -3.110699e+000,
3880000000, -3.114864e+000,
3881000000, -3.113739e+000,
3882000000, -3.114698e+000,
3883000000, -3.118715e+000,
3884000000, -3.118232e+000,
3885000000, -3.120827e+000,
3886000000, -3.122335e+000,
3887000000, -3.122079e+000,
3888000000, -3.125579e+000,
3889000000, -3.131313e+000,
3890000000, -3.129463e+000,
3891000000, -3.138572e+000,
3892000000, -3.144449e+000,
3893000000, -3.151843e+000,
3894000000, -3.156063e+000,
3895000000, -3.162140e+000,
3896000000, -3.163995e+000,
3897000000, -3.168222e+000,
3898000000, -3.175195e+000,
3899000000, -3.169706e+000,
3900000000, -3.178267e+000,
3901000000, -3.173321e+000,
3902000000, -3.174098e+000,
3903000000, -3.174430e+000,
3904000000, -3.174980e+000,
3905000000, -3.181167e+000,
3906000000, -3.181626e+000,
3907000000, -3.183703e+000,
3908000000, -3.189687e+000,
3909000000, -3.194408e+000,
3910000000, -3.196038e+000,
3911000000, -3.203342e+000,
3912000000, -3.203306e+000,
3913000000, -3.202165e+000,
3914000000, -3.203324e+000,
3915000000, -3.205256e+000,
3916000000, -3.208223e+000,
3917000000, -3.207767e+000,
3918000000, -3.211696e+000,
3919000000, -3.215260e+000,
3920000000, -3.219092e+000,
